Escola,Etapa,Ano,Matemática,Língua Portuguesa,N,P,Aprovação Geral,1º,2º,3º,4º,5º,6º,7º,8º,9º,IDEB,Meta IDEB,Origem Meta,Diferença para Meta,Situação Meta,Nível Matemática,Nível Língua Portuguesa,Padrão Matemática,Padrão Língua Portuguesa
DORIVAL FARIA EMEF,Fundamental I,2017,253.37,243.02,7.217904,0.951575,95.4,99.2,100.0,88.7,97.8,91.2,,,,,6.9,6.2,Original,0.7000000000000002,Acima da meta,6,5,Adequado,Adequado
DORIVAL FARIA EMEF,Fundamental I,2019,255.39,237.52,7.156453,0.968091,96.7,99.2,95.4,94.9,96.1,98.6,,,,,6.9,6.5,Original,0.40000000000000036,Acima da meta,6,5,Adequado,Adequado
DORIVAL FARIA EMEF,Fundamental I,2021,237.33,230.08,6.676524,0.996994,99.7,99.5,100.0,100.0,99.5,99.5,,,,,6.7,6.7,Original,0.0,Atingiu a meta,5,5,Básico,Adequado
DORIVAL FARIA EMEF,Fundamental I,2023,244.57,232.74,6.863056,0.983788,98.4,100.0,97.4,99.1,99.4,96.1,,,,,6.8,6.7,Referência 2021,0.09999999999999964,Acima da meta,5,5,Adequado,Adequado
DORIVAL FARIA EMEF,Fundamental I,2025,235.57,221.8,,0.990569,99.0,100.0,98.6,99.4,98.6,98.7,,,,,6.4,6.7,Referência 2021,-0.2999999999999998,Abaixo da meta,5,4,Básico,Adequado
DORIVAL FARIA EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
DORIVAL FARIA EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
DORIVAL FARIA EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
DORIVAL FARIA EMEF,Fundamental II,2011,,,,,,,,,,,,,,,,,Original,,,,,,
DORIVAL FARIA EMEF,Fundamental II,2013,,,,,,,,,,,,,,,,,Original,,,,,,
DORIVAL FARIA EMEF,Fundamental II,2015,,,,,,,,,,,,,,,,,Original,,,,,,
DORIVAL FARIA EMEF,Fundamental II,2017,,,,,,,,,,,,,,,,,Original,,,,,,
DORIVAL FARIA EMEF,Fundamental II,2019,291.01,282.36,6.222833,0.9723,97.3,,,,,,93.8,98.9,98.8,97.6,6.1,,Original,,,4,4,Básico,Adequado
DORIVAL FARIA EMEF,Fundamental II,2021,,,,0.998745,99.9,,,,,,100.0,99.5,100.0,100.0,,6.3,Original,,,,,,
DORIVAL FARIA EMEF,Fundamental II,2023,265.59,266.39,5.533,0.984141,98.4,,,,,,99.1,98.3,96.8,99.5,5.4,6.3,Referência 2021,-0.8999999999999995,Abaixo da meta,3,3,Básico,Básico
DORIVAL FARIA EMEF,Fundamental II,2025,270.87,269.55,,0.983834,98.4,,,,,,96.4,99.5,98.2,99.5,5.6,6.3,Referência 2021,-0.7000000000000002,Abaixo da meta,3,3,Básico,Básico
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2011,,,,,,,,,,,,,,,,,Original,,,,,,
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2013,,,,,,,,,,,,,,,,,Original,,,,,,
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2015,,,,,,,,,,,,,,,,,Original,,,,,,
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2017,,,,,,,,,,,,,,,,,Original,,,,,,
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2019,235.82,219.34,6.452434,0.970492,96.9,100.0,91.8,94.1,100.0,100.0,,,,,6.3,,Original,,,5,4,Básico,Adequado
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2021,226.25,228.01,6.427437,0.986307,98.7,100.0,100.0,96.0,100.0,97.3,,,,,6.3,6.5,Original,-0.20000000000000018,Abaixo da meta,5,5,Básico,Adequado
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2023,219.36,208.82,5.94704,0.996347,99.6,100.0,100.0,98.2,100.0,100.0,,,,,5.9,6.5,Referência 2021,-0.5999999999999996,Abaixo da meta,4,4,Básico,Básico
EGIDIO COSTA PROFESSOR EMEF,Fundamental I,2025,230.92,213.39,,0.956735,95.8,95.5,97.4,94.5,100.0,91.4,,,,,6.0,6.5,Referência 2021,-0.5,Abaixo da meta,5,4,Básico,Básico
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2009,253.46,254.85,5.1385,0.967312,96.7,,,,,,,97.1,97.0,96.1,5.0,,Original,,,3,3,Básico,Básico
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2011,260.45,262.42,5.381167,0.942114,94.4,,,,,,87.4,95.5,96.9,97.8,5.1,5.1,Original,0.0,Atingiu a meta,3,3,Básico,Básico
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2013,267.11,253.36,5.341167,0.941824,94.2,,,,,,93.8,91.3,95.0,96.8,5.0,5.4,Original,-0.40000000000000036,Abaixo da meta,3,3,Básico,Básico
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2015,272.51,265.22,5.628833,0.827405,82.5,,,,,,85.3,75.0,79.2,93.8,4.7,5.7,Original,-1.0,Abaixo da meta,3,3,Básico,Básico
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2017,269.28,270.26,5.659,0.959917,95.7,,,,,,93.2,96.6,96.2,98.1,5.4,5.9,Original,-0.5,Abaixo da meta,3,3,Básico,Básico
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2019,275.0,276.08,5.851333,0.980153,98.5,,,,,,98.1,95.1,99.0,100.0,5.7,6.1,Original,-0.39999999999999947,Abaixo da meta,4,4,Básico,Adequado
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2021,271.03,263.68,5.5785,0.982954,98.5,,,,,,100.0,97.1,96.2,100.0,5.5,6.4,Original,-0.9000000000000004,Abaixo da meta,3,3,Básico,Básico
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2023,274.41,278.69,5.885,0.990409,98.9,,,,,,98.1,100.0,98.1,100.0,5.8,6.4,Referência 2021,-0.6000000000000005,Abaixo da meta,3,4,Básico,Adequado
EGIDIO COSTA PROFESSOR EMEF,Fundamental II,2025,241.07,244.71,,0.933888,93.8,,,,,,96.5,85.1,93.3,100.0,4.4,6.4,Referência 2021,-2.0,Abaixo da meta,2,2,Básico,Básico
EIZABURO NOMURA PROF EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
EIZABURO NOMURA PROF EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
EIZABURO NOMURA PROF EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
EIZABURO NOMURA PROF EMEF,Fundamental I,2011,234.1,219.23,6.41761,0.984724,98.5,100.0,97.8,98.6,98.5,97.5,,,,,6.3,,Original,,,5,4,Básico,Adequado
EIZABURO NOMURA PROF EMEF,Fundamental I,2013,238.57,228.91,6.678915,0.979829,98.0,100.0,97.8,94.9,100.0,97.4,,,,,6.5,6.5,Original,0.0,Atingiu a meta,5,5,Básico,Adequado
EIZABURO NOMURA PROF EMEF,Fundamental I,2015,232.96,217.76,6.369127,0.982857,98.3,98.8,100.0,99.0,100.0,93.9,,,,,6.3,6.7,Original,-0.40000000000000036,Abaixo da meta,5,4,Básico,Básico
EIZABURO NOMURA PROF EMEF,Fundamental I,2017,239.07,231.91,6.743003,0.972543,97.3,100.0,95.7,96.6,96.0,98.1,,,,,6.6,6.9,Original,-0.3000000000000007,Abaixo da meta,5,5,Básico,Adequado
EIZABURO NOMURA PROF EMEF,Fundamental I,2019,,,,0.966664,96.6,97.0,97.6,93.5,98.9,96.5,,,,,,7.1,Original,,,,,,
EIZABURO NOMURA PROF EMEF,Fundamental I,2021,226.2,221.18,6.302301,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.3,7.3,Original,-1.0,Abaixo da meta,5,4,Básico,Adequado
EIZABURO NOMURA PROF EMEF,Fundamental I,2023,233.74,224.94,6.514558,0.970443,97.1,98.8,98.9,93.2,95.7,98.9,,,,,6.3,7.3,Referência 2021,-1.0,Abaixo da meta,5,4,Básico,Adequado
EIZABURO NOMURA PROF EMEF,Fundamental I,2025,239.35,234.91,,0.976857,97.7,98.4,94.8,100.0,96.6,98.8,,,,,6.6,7.3,Referência 2021,-0.7000000000000002,Abaixo da meta,5,5,Básico,Adequado
EIZABURO NOMURA PROF EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
EIZABURO NOMURA PROF EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
EIZABURO NOMURA PROF EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
EIZABURO NOMURA PROF EMEF,Fundamental II,2011,266.05,256.49,5.375667,0.945699,94.4,,,,,,95.8,92.3,92.6,97.8,5.1,,Original,,,3,3,Básico,Básico
EIZABURO NOMURA PROF EMEF,Fundamental II,2013,263.26,261.69,5.415833,0.936878,94.4,,,,,,90.1,93.0,93.0,99.1,5.1,5.3,Original,-0.20000000000000018,Abaixo da meta,3,3,Básico,Básico
EIZABURO NOMURA PROF EMEF,Fundamental II,2015,271.08,269.57,5.6775,0.892811,89.4,,,,,,86.7,89.6,86.1,95.3,5.1,5.5,Original,-0.40000000000000036,Abaixo da meta,3,3,Básico,Básico
EIZABURO NOMURA PROF EMEF,Fundamental II,2017,270.97,281.44,5.8735,0.946062,94.6,,,,,,95.1,93.5,93.3,96.6,5.6,5.8,Original,-0.20000000000000018,Abaixo da meta,3,4,Básico,Adequado
EIZABURO NOMURA PROF EMEF,Fundamental II,2019,297.64,289.33,6.4495,0.946179,94.8,,,,,,90.2,95.4,93.4,100.0,6.1,6.0,Original,0.09999999999999964,Acima da meta,4,4,Básico,Adequado
EIZABURO NOMURA PROF EMEF,Fundamental II,2021,268.45,278.05,5.775,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.8,6.2,Original,-0.40000000000000036,Abaixo da meta,3,4,Básico,Adequado
EIZABURO NOMURA PROF EMEF,Fundamental II,2023,259.38,266.36,5.429,0.984887,98.4,,,,,,97.2,98.9,97.9,100.0,5.3,6.2,Referência 2021,-0.9000000000000004,Abaixo da meta,3,3,Básico,Básico
EIZABURO NOMURA PROF EMEF,Fundamental II,2025,254.72,257.12,,0.983358,98.3,,,,,,98.6,96.7,98.1,100.0,5.1,6.2,Referência 2021,-1.1000000000000005,Abaixo da meta,3,3,Básico,Básico
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2011,,,,,,,,,,,,,,,,,Original,,,,,,
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2013,,,,,,,,,,,,,,,,,Original,,,,,,
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2015,222.36,220.74,6.221019,0.971566,97.2,100.0,100.0,98.1,97.5,90.8,,,,,6.0,,Original,,,4,4,Básico,Adequado
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2017,233.93,226.14,6.540002,0.978333,97.4,100.0,100.0,98.5,94.6,96.3,,,,,6.4,6.3,Original,0.10000000000000053,Acima da meta,5,5,Básico,Adequado
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2019,245.33,234.27,6.905378,0.97099,97.3,100.0,98.5,94.4,95.6,97.2,,,,,6.7,6.5,Original,0.20000000000000018,Acima da meta,5,5,Adequado,Adequado
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2021,225.63,221.63,6.299605,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.3,6.7,Original,-0.40000000000000036,Abaixo da meta,5,4,Básico,Adequado
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2023,,,,,,,,,,,,,,,,6.7,Referência 2021,,,,,,
ELIDIO MANTOVANI PADRE EMEF,Fundamental I,2025,,,,,,,,,,,,,,,,6.7,Referência 2021,,,,,,
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2005,245.04,233.31,4.639186,0.847628,84.8,,,,,,83.3,86.2,86.9,82.8,3.9,,,,,2,2,Básico,Básico
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2007,254.49,240.01,4.908333,0.83542,83.3,,,,,,84.9,82.8,83.0,83.5,4.1,4.0,Original,0.09999999999999964,Acima da meta,3,2,Básico,Básico
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2009,253.81,251.25,5.084333,0.863614,86.9,,,,,,89.2,87.1,81.3,88.3,4.4,4.1,Original,0.3000000000000007,Acima da meta,3,3,Básico,Básico
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2011,264.17,269.24,5.556833,0.923584,92.8,,,,,,90.6,89.8,93.1,96.2,5.1,4.4,Original,0.6999999999999993,Acima da meta,3,3,Básico,Básico
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2013,242.14,240.71,4.714167,0.870635,89.3,,,,,,92.8,89.2,75.8,92.9,4.1,4.8,Original,-0.7000000000000002,Abaixo da meta,2,2,Básico,Básico
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2015,263.63,269.73,5.556,0.944361,94.8,,,,,,96.2,91.4,94.4,95.9,5.2,5.2,Original,0.0,Atingiu a meta,3,3,Básico,Básico
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2017,263.55,271.38,5.582167,0.944433,94.5,,,,,,95.5,93.3,94.7,94.3,5.3,5.4,Original,-0.10000000000000053,Abaixo da meta,3,3,Básico,Básico
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2019,275.87,282.83,5.978333,0.990486,99.0,,,,,,100.0,96.3,100.0,100.0,5.9,5.6,Original,0.3000000000000007,Acima da meta,4,4,Básico,Adequado
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2021,267.12,278.81,5.7655,0.993707,99.4,,,,,,98.5,100.0,99.0,100.0,5.7,5.9,Original,-0.20000000000000018,Abaixo da meta,3,4,Básico,Adequado
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2023,,,,,,,,,,,,,,,,5.9,Referência 2021,,,,,,
ELIDIO MANTOVANI PADRE EMEF,Fundamental II,2025,,,,,,,,,,,,,,,,5.9,Referência 2021,,,,,,
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2005,178.98,178.38,4.623015,0.907198,90.8,,94.1,89.7,88.0,91.3,,,,,4.2,,,,,3,3,Abaixo do básico,Abaixo do básico
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2007,204.84,189.04,5.310304,0.925214,92.6,100.0,91.1,91.2,90.2,90.8,,,,,4.9,4.3,Original,0.6000000000000005,Acima da meta,4,3,Básico,Básico
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2009,215.76,190.34,5.542337,0.906339,91.3,100.0,85.0,89.5,87.4,92.7,,,,,5.0,4.6,Original,0.40000000000000036,Acima da meta,4,3,Básico,Básico
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2011,218.15,206.21,5.876493,0.959791,96.1,100.0,96.7,96.4,94.2,92.9,,,,,5.6,5.0,Original,0.5999999999999996,Acima da meta,4,4,Básico,Básico
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2013,230.84,212.26,6.228669,0.948522,94.9,100.0,92.5,90.7,95.3,96.3,,,,,5.9,5.3,Original,0.6000000000000005,Acima da meta,5,4,Básico,Básico
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2015,,,,,,,,,,,,,,,,5.5,Original,,,,,,
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2017,229.62,223.37,6.407387,0.936739,93.8,96.8,100.0,89.2,89.4,93.9,,,,,6.0,5.8,Original,0.20000000000000018,Acima da meta,5,4,Básico,Adequado
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2019,249.21,235.57,7.00306,0.948962,96.2,100.0,86.2,93.0,98.4,98.3,,,,,6.6,6.1,Original,0.5,Acima da meta,5,5,Adequado,Adequado
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2021,222.26,209.81,6.020383,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.0,6.3,Original,-0.2999999999999998,Abaixo da meta,4,4,Básico,Básico
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2023,239.58,224.75,6.622554,0.989366,99.0,100.0,100.0,100.0,100.0,94.9,,,,,6.6,6.3,Referência 2021,0.2999999999999998,Acima da meta,5,4,Básico,Adequado
ELISABET TITTO VEREADORA EMEIEF,Fundamental I,2025,225.56,222.41,,0.993945,99.4,100.0,100.0,100.0,98.4,98.6,,,,,6.3,6.3,Referência 2021,0.0,Atingiu a meta,5,4,Básico,Adequado
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2011,,,,,,,,,,,,,,,,,Original,,,,,,
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2013,,,,,,,,,,,,,,,,,Original,,,,,,
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2015,,,,,,,,,,,,,,,,,Original,,,,,,
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2017,278.3,282.5,6.013333,0.918635,92.0,,,,,,84.4,93.2,91.2,100.0,5.5,,Original,,,4,4,Básico,Adequado
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2019,296.15,298.66,6.580167,0.969782,96.8,,,,,,91.7,96.7,100.0,100.0,6.4,5.7,Original,0.7000000000000002,Acima da meta,4,4,Básico,Adequado
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2021,265.62,271.94,5.626,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.6,6.0,Original,-0.40000000000000036,Abaixo da meta,3,3,Básico,Básico
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2023,267.32,279.43,5.779167,0.962861,96.4,,,,,,91.8,93.9,100.0,100.0,5.6,6.0,Referência 2021,-0.40000000000000036,Abaixo da meta,3,4,Básico,Adequado
ELISABET TITTO VEREADORA EMEIEF,Fundamental II,2025,262.11,267.59,,0.945294,94.7,,,,,,96.9,89.6,92.3,100.0,5.2,6.0,Referência 2021,-0.7999999999999998,Abaixo da meta,3,3,Básico,Básico
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2011,,,,,,,,,,,,,,,,,Original,,,,,,
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2013,245.56,232.0,6.868494,0.944793,94.3,96.8,94.9,93.9,94.4,92.5,,,,,6.5,,Original,,,5,5,Adequado,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2015,248.52,241.62,7.099892,0.974362,97.4,98.0,96.7,97.8,96.7,98.0,,,,,6.9,6.7,Original,0.20000000000000018,Acima da meta,5,5,Adequado,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2017,243.43,240.53,6.982936,0.952459,95.9,100.0,100.0,87.7,98.5,91.4,,,,,6.7,6.9,Original,-0.20000000000000018,Abaixo da meta,5,5,Básico,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2019,259.56,245.54,7.381851,0.991668,99.1,100.0,100.0,98.8,97.1,100.0,,,,,7.3,7.1,Original,0.20000000000000018,Acima da meta,6,5,Adequado,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2021,231.28,229.52,6.550884,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.6,7.3,Original,-0.7000000000000002,Abaixo da meta,5,5,Básico,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2023,240.58,239.49,6.909638,0.988931,99.0,100.0,100.0,94.7,100.0,100.0,,,,,6.8,7.3,Referência 2021,-0.5,Abaixo da meta,5,5,Básico,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental I,2025,250.85,239.94,,0.978459,97.9,97.2,97.6,98.0,96.5,100.0,,,,,7.0,7.3,Referência 2021,-0.2999999999999998,Abaixo da meta,6,5,Adequado,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2011,,,,,,,,,,,,,,,,,Original,,,,,,
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2013,264.22,265.09,5.4885,0.946723,94.2,,,,,,94.3,91.3,97.1,96.2,5.2,,Original,,,3,3,Básico,Básico
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2015,288.4,288.48,6.281333,0.95664,95.8,,,,,,88.6,95.0,100.0,100.0,6.0,5.4,Original,0.5999999999999996,Acima da meta,4,4,Básico,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2017,296.51,300.55,6.617667,0.957217,95.7,,,,,,95.4,95.5,96.7,95.3,6.3,5.7,Original,0.5999999999999996,Acima da meta,4,5,Básico,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2019,290.05,290.42,6.341167,0.984369,98.5,,,,,,100.0,95.3,98.6,100.0,6.2,5.9,Original,0.2999999999999998,Acima da meta,4,4,Básico,Adequado
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2021,,,,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,,6.1,Original,,,,,,
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2023,280.49,272.28,5.8795,0.995695,99.6,,,,,,100.0,100.0,100.0,98.3,5.9,6.1,Referência 2021,-0.1999999999999993,Abaixo da meta,4,3,Básico,Básico
ELIZABETH PARMINONDI ROMERO PROFA EMEF,Fundamental II,2025,278.29,284.46,,0.988202,98.8,,,,,,98.2,98.6,100.0,98.5,6.0,6.1,Referência 2021,-0.09999999999999964,Abaixo da meta,4,4,Básico,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2005,189.35,191.25,5.055045,0.912428,92.2,,89.4,95.1,85.0,96.4,,,,,4.6,,,,,3,3,Abaixo do básico,Básico
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2007,207.0,198.53,5.524071,0.949944,95.6,100.0,92.5,95.7,90.9,96.4,,,,,5.2,4.7,Original,0.5,Acima da meta,4,3,Básico,Básico
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2009,218.11,200.1,5.764639,0.94746,95.1,100.0,94.3,96.0,89.8,94.2,,,,,5.5,5.0,Original,0.5,Acima da meta,4,4,Básico,Básico
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2011,234.95,223.43,6.510195,0.981814,98.0,100.0,96.3,98.4,97.1,99.2,,,,,6.4,5.4,Original,1.0,Acima da meta,5,4,Básico,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2013,235.78,216.69,6.403489,0.952753,95.2,98.3,94.9,94.7,93.8,94.8,,,,,6.1,5.7,Original,0.39999999999999947,Acima da meta,5,4,Básico,Básico
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2015,230.33,223.2,6.417845,0.996986,99.6,100.0,100.0,99.2,100.0,99.3,,,,,6.4,5.9,Original,0.5,Acima da meta,5,4,Básico,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2017,239.56,232.55,6.76399,0.970467,97.0,97.6,100.0,94.5,96.2,97.1,,,,,6.6,6.2,Original,0.39999999999999947,Acima da meta,5,5,Básico,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2019,260.15,240.72,7.305475,0.972234,97.2,100.0,95.9,94.1,96.4,100.0,,,,,7.1,6.4,Original,0.6999999999999993,Acima da meta,6,5,Adequado,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2021,244.59,232.01,6.850164,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.9,6.6,Original,0.3000000000000007,Acima da meta,5,5,Adequado,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2023,239.46,228.1,6.681173,0.987446,98.6,100.0,100.0,96.9,99.1,97.8,,,,,6.6,6.6,Referência 2021,0.0,Atingiu a meta,5,5,Básico,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental I,2025,238.35,217.86,,0.979857,98.0,100.0,97.2,96.5,98.4,97.9,,,,,6.3,6.6,Referência 2021,-0.2999999999999998,Abaixo da meta,5,4,Básico,Básico
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2009,254.37,254.51,5.148,0.882984,88.4,,,,,,83.1,83.7,91.9,95.8,4.5,,Original,,,3,3,Básico,Básico
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2011,258.58,254.37,5.215833,0.88924,89.0,,,,,,92.9,85.6,83.5,94.7,4.6,4.7,Original,-0.10000000000000053,Abaixo da meta,3,3,Básico,Básico
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2013,259.56,257.86,5.290333,0.927781,92.8,,,,,,90.8,90.8,92.6,97.2,4.9,5.0,Original,-0.09999999999999964,Abaixo da meta,3,3,Básico,Básico
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2015,276.72,283.39,6.001833,0.941593,94.2,,,,,,92.4,90.8,95.3,98.5,5.7,5.3,Original,0.40000000000000036,Acima da meta,4,4,Básico,Adequado
EMEF PROFA ELVIRA LEFEVRE SALLES NEMER,Fundamental II,2017,284.2,285.01,6.1535,0.945814,94.6,,,,,,94.8,93.3,91.8,98.7,5.8,5.5,Original,0.2999999999999998,Acima da meta,4,4,Básico,Adequado
