Escola,Etapa,Ano,Matemática,Língua Portuguesa,N,P,Aprovação Geral,1º,2º,3º,4º,5º,6º,7º,8º,9º,IDEB,Meta IDEB,Origem Meta,Diferença para Meta,Situação Meta,Nível Matemática,Nível Língua Portuguesa,Padrão Matemática,Padrão Língua Portuguesa
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2011,214.35,186.98,5.454338,0.988055,99.2,100.0,100.0,100.0,100.0,94.3,,,,,5.4,,Original,,,4,3,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2013,210.2,194.95,5.520049,0.919851,91.6,100.0,87.8,90.3,85.4,98.2,,,,,5.1,5.6,Original,-0.5,Abaixo da meta,4,3,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2015,227.93,214.35,6.211135,0.94418,94.6,100.0,98.8,88.0,93.4,92.9,,,,,5.9,5.9,Original,0.0,Atingiu a meta,5,4,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2017,218.9,217.31,6.092625,0.943111,94.2,100.0,95.5,86.5,93.4,97.3,,,,,5.7,6.1,Original,-0.39999999999999947,Abaixo da meta,4,4,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2019,234.24,212.9,6.305191,0.954493,95.7,100.0,98.8,94.5,95.4,89.3,,,,,6.0,6.4,Original,-0.40000000000000036,Abaixo da meta,5,4,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2021,233.99,230.64,6.622965,0.990879,99.1,100.0,100.0,100.0,95.6,100.0,,,,,6.6,6.6,Original,0.0,Atingiu a meta,5,5,Básico,Adequado
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2023,,,,,,,,,,,,,,,,6.6,Referência 2021,,,,,,
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental I,2025,,,,,,,,,,,,,,,,6.6,Referência 2021,,,,,,
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2005,247.43,222.83,4.504193,0.915816,91.5,,,,,,91.0,89.9,93.4,92.1,4.1,,,,,2,1,Básico,Abaixo do básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2007,242.75,228.73,4.524667,0.787504,78.9,,,,,,71.7,84.6,87.0,73.9,3.6,4.2,Original,-0.6000000000000001,Abaixo da meta,2,2,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2009,239.99,234.77,4.579333,0.940828,93.9,,,,,,95.5,90.8,94.5,95.7,4.3,4.3,Original,0.0,Atingiu a meta,2,2,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2011,246.87,240.62,4.7915,0.909704,90.7,,,,,,94.2,87.5,86.4,96.6,4.4,4.6,Original,-0.1999999999999993,Abaixo da meta,2,2,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2013,243.14,237.12,4.671,0.821587,82.8,,,,,,84.6,78.7,80.5,85.2,3.8,5.0,Original,-1.2000000000000002,Abaixo da meta,2,2,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2015,259.06,242.81,5.031167,0.883238,89.1,,,,,,92.2,78.3,93.2,91.4,4.4,5.3,Original,-0.8999999999999995,Abaixo da meta,3,2,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2017,263.63,259.53,5.386,0.842591,84.2,,,,,,80.0,80.0,88.5,89.5,4.5,5.6,Original,-1.0999999999999996,Abaixo da meta,3,3,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2019,263.58,262.26,5.430667,0.938893,94.0,,,,,,96.9,87.8,97.4,94.1,5.1,5.8,Original,-0.7000000000000002,Abaixo da meta,3,3,Básico,Básico
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2021,,,,0.974975,97.6,,,,,,98.9,98.6,97.8,94.8,,6.1,Original,,,,,,
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2023,,,,,,,,,,,,,,,,6.1,Referência 2021,,,,,,
LENIO VIEIRA DE MORAES PROF EMEF,Fundamental II,2025,,,,,,,,,,,,,,,,6.1,Referência 2021,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental I,2005,209.41,206.44,5.713861,0.959689,96.4,,98.8,90.9,96.2,98.4,,,,,5.5,,,,,4,4,Básico,Básico
LEONOR MENDES DE BARROS EMEF,Fundamental I,2007,225.06,214.18,6.153273,0.991427,99.1,,,,98.3,100.0,,,,,6.1,5.5,Original,0.5999999999999996,Acima da meta,5,4,Básico,Básico
LEONOR MENDES DE BARROS EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,5.8,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental I,2011,,,,,,,,,,,,,,,,6.2,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental I,2013,,,,,,,,,,,,,,,,6.4,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental I,2015,,,,,,,,,,,,,,,,6.6,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental I,2017,,,,,,,,,,,,,,,,6.9,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental I,2019,,,,,,,,,,,,,,,,7.1,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental I,2021,,,,,,,,,,,,,,,,7.3,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental I,2023,,,,,,,,,,,,,,,,7.3,Referência 2021,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental I,2025,,,,,,,,,,,,,,,,7.3,Referência 2021,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental II,2005,268.83,254.64,5.391206,0.975912,97.6,,,,,,97.1,96.9,97.2,99.2,5.3,,,,,3,3,Básico,Básico
LEONOR MENDES DE BARROS EMEF,Fundamental II,2007,264.96,252.6,5.292667,0.947312,95.8,,,,,,90.2,99.7,94.8,94.7,5.0,5.3,Original,-0.2999999999999998,Abaixo da meta,3,3,Básico,Básico
LEONOR MENDES DE BARROS EMEF,Fundamental II,2009,269.03,263.22,5.5375,0.949654,95.2,,,,,,94.7,93.6,95.4,96.2,5.3,5.4,Original,-0.10000000000000053,Abaixo da meta,3,3,Básico,Básico
LEONOR MENDES DE BARROS EMEF,Fundamental II,2011,277.4,274.3,5.861667,0.978898,98.0,,,,,,,,96.9,98.9,5.7,5.7,Original,0.0,Atingiu a meta,4,3,Básico,Adequado
LEONOR MENDES DE BARROS EMEF,Fundamental II,2013,250.75,252.35,5.051667,0.901035,89.9,,,,,,90.7,85.5,93.5,91.1,4.6,6.0,Original,-1.4000000000000004,Abaixo da meta,3,3,Básico,Básico
LEONOR MENDES DE BARROS EMEF,Fundamental II,2015,,,,,,,,,,,,,,,,6.3,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental II,2017,,,,,,,,,,,,,,,,6.5,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental II,2019,,,,,,,,,,,,,,,,6.7,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental II,2021,,,,,,,,,,,,,,,,6.9,Original,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental II,2023,,,,,,,,,,,,,,,,6.9,Referência 2021,,,,,,
LEONOR MENDES DE BARROS EMEF,Fundamental II,2025,,,,,,,,,,,,,,,,6.9,Referência 2021,,,,,,
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2005,190.58,186.36,4.989509,0.905954,90.5,,92.6,89.8,91.7,88.4,,,,,4.5,,,,,3,3,Abaixo do básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2007,207.44,191.92,5.412286,0.932938,93.3,100.0,90.2,91.7,91.3,93.9,,,,,5.0,4.6,Original,0.40000000000000036,Acima da meta,4,3,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2009,216.19,201.59,5.755089,0.926852,92.6,100.0,90.4,91.8,88.8,93.2,,,,,5.3,4.9,Original,0.39999999999999947,Acima da meta,4,4,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2011,223.2,203.47,5.923049,0.930986,92.8,100.0,88.3,91.1,94.5,92.4,,,,,5.5,5.3,Original,0.20000000000000018,Acima da meta,4,4,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2013,213.47,201.96,5.709908,0.889585,89.0,99.3,88.8,81.3,89.1,88.1,,,,,5.1,5.6,Original,-0.5,Abaixo da meta,4,4,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2015,231.11,224.38,6.454185,0.963567,96.1,99.2,100.0,92.3,95.0,95.7,,,,,6.2,5.8,Original,0.40000000000000036,Acima da meta,5,4,Básico,Adequado
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2017,224.66,227.11,6.38073,0.974908,97.6,100.0,98.3,96.5,95.0,97.8,,,,,6.2,6.1,Original,0.10000000000000053,Acima da meta,4,5,Básico,Adequado
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2019,234.77,226.08,6.554942,0.977939,97.9,100.0,96.4,94.4,99.2,99.2,,,,,6.4,6.3,Original,0.10000000000000053,Acima da meta,5,5,Básico,Adequado
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2021,216.82,212.2,5.960021,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.0,6.6,Original,-0.5999999999999996,Abaixo da meta,4,4,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2023,223.05,211.32,6.062914,0.987983,98.9,100.0,99.4,96.1,100.0,98.6,,,,,6.0,6.6,Referência 2021,-0.5999999999999996,Abaixo da meta,4,4,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental I,2025,223.66,209.29,,0.996785,99.7,100.0,100.0,99.2,100.0,99.2,,,,,6.0,6.6,Referência 2021,-0.5999999999999996,Abaixo da meta,4,4,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2011,268.33,253.87,5.37,0.963029,96.2,,,,,,95.3,97.9,97.6,94.5,5.2,,Original,,,3,3,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2013,240.71,240.01,4.678667,0.921639,92.6,,,,,,94.9,87.6,92.9,93.6,4.3,5.4,Original,-1.1000000000000005,Abaixo da meta,2,2,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2015,273.77,264.74,5.641833,0.925249,92.2,,,,,,92.9,87.2,91.5,99.3,5.2,5.6,Original,-0.39999999999999947,Abaixo da meta,3,3,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2017,269.94,274.33,5.737833,0.960188,96.1,,,,,,96.7,93.0,95.2,99.4,5.5,5.9,Original,-0.40000000000000036,Abaixo da meta,3,3,Básico,Adequado
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2019,276.95,275.87,5.880333,0.968835,97.0,,,,,,94.4,97.0,96.3,100.0,5.7,6.1,Original,-0.39999999999999947,Abaixo da meta,4,4,Básico,Adequado
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2021,257.75,270.02,5.462833,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.5,6.3,Original,-0.7999999999999998,Abaixo da meta,3,3,Básico,Básico
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2023,,,,0.974942,97.5,,,,,,98.3,96.8,96.7,98.2,,6.3,Referência 2021,,,,,,
LEVY GONCALVES DE OLIVEIRA EMEF,Fundamental II,2025,248.96,255.94,,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.1,6.3,Referência 2021,-1.2000000000000002,Abaixo da meta,2,3,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2007,203.93,192.7,5.359483,0.969214,96.7,100.0,100.0,,,91.3,,,,,5.2,,Original,,,4,3,Abaixo do básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2009,,,,0.946141,93.9,100.0,90.9,93.4,,,,,,,,5.4,Original,,,,,,
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2011,228.73,215.13,6.240584,0.980659,98.1,100.0,97.4,97.9,96.5,98.6,,,,,6.1,5.7,Original,0.39999999999999947,Acima da meta,5,4,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2013,217.34,198.64,5.723399,0.958852,95.8,100.0,93.2,91.3,96.6,98.9,,,,,5.5,5.9,Original,-0.40000000000000036,Abaixo da meta,4,3,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2015,231.01,222.5,6.418095,0.981984,98.1,100.0,100.0,97.2,97.1,96.8,,,,,6.3,6.2,Original,0.09999999999999964,Acima da meta,5,4,Básico,Adequado
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2017,227.36,224.98,6.393529,0.968761,97.0,97.8,99.0,93.9,98.8,95.1,,,,,6.2,6.4,Original,-0.20000000000000018,Abaixo da meta,5,4,Básico,Adequado
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2019,,,,0.946277,94.7,100.0,94.7,90.2,96.0,92.8,,,,,,6.6,Original,,,,,,
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2021,223.52,224.81,6.317156,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,6.3,6.8,Original,-0.5,Abaixo da meta,4,4,Básico,Adequado
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2023,223.36,217.53,6.181739,0.973685,97.5,98.9,98.9,99.1,93.3,96.9,,,,,6.0,6.8,Referência 2021,-0.7999999999999998,Abaixo da meta,4,4,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental I,2025,235.66,217.8,,0.941367,94.1,94.9,93.3,94.5,94.2,93.8,,,,,6.0,6.8,Referência 2021,-0.7999999999999998,Abaixo da meta,5,4,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2005,244.63,230.93,4.592728,0.914806,90.7,,,,,,92.3,89.6,91.0,93.1,4.2,,,,,2,2,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2007,244.49,233.9,4.639833,0.941965,94.2,,,,,,93.4,94.5,,94.7,4.4,4.2,Original,0.20000000000000018,Acima da meta,2,2,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2009,248.3,243.92,4.870333,0.938559,94.2,,,,,,,95.8,91.1,94.8,4.6,4.4,Original,0.1999999999999993,Acima da meta,2,2,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2011,253.14,245.3,4.974,0.961008,96.8,,,,,,95.0,95.9,94.9,98.7,4.8,4.7,Original,0.09999999999999964,Acima da meta,3,2,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2013,260.01,255.49,5.258333,0.89235,90.4,,,,,,87.9,94.5,81.7,94.1,4.7,5.0,Original,-0.2999999999999998,Abaixo da meta,3,3,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2015,269.39,266.37,5.596,0.85281,87.4,,,,,,86.4,88.0,72.5,98.3,4.8,5.4,Original,-0.6000000000000005,Abaixo da meta,3,3,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2017,,,,0.818053,82.6,,,,,,74.7,82.7,78.6,93.5,,5.6,Original,,,,,,
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2019,270.2,268.12,5.638667,0.942876,93.9,,,,,,96.2,88.2,94.8,98.6,5.3,5.9,Original,-0.6000000000000005,Abaixo da meta,3,3,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2021,254.3,260.81,5.251833,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.3,6.1,Original,-0.7999999999999998,Abaixo da meta,3,3,Básico,Básico
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2023,256.1,274.64,5.512333,0.91826,91.8,,,,,,90.9,93.6,87.6,95.6,5.1,6.1,Referência 2021,-1.0,Abaixo da meta,3,3,Básico,Adequado
LUIZ DE OLIVEIRA ANDRADE PADRE EMEF,Fundamental II,2025,,,,0.911174,91.2,,,,,,89.9,91.8,87.8,95.3,,6.1,Referência 2021,,,,,,
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2005,183.67,188.82,4.90231,0.857711,86.5,,93.8,82.3,84.3,83.6,,,,,4.2,,,,,3,3,Abaixo do básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2007,203.54,190.07,5.304222,0.953678,95.9,100.0,93.8,92.1,96.0,95.3,,,,,5.1,4.3,Original,0.7999999999999998,Acima da meta,4,3,Abaixo do básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2009,211.98,200.44,5.653836,0.949623,95.2,100.0,90.7,95.4,90.8,98.7,,,,,5.4,4.6,Original,0.8000000000000007,Acima da meta,4,4,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2011,216.89,206.95,5.865902,0.948772,94.8,100.0,91.2,89.2,96.9,98.0,,,,,5.6,5.0,Original,0.5999999999999996,Acima da meta,4,4,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2013,218.7,209.35,5.94408,0.939319,94.0,100.0,87.6,96.6,95.7,90.8,,,,,5.6,5.3,Original,0.2999999999999998,Acima da meta,4,4,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2015,213.17,204.05,5.742183,0.96028,95.9,99.0,100.0,91.2,93.8,96.7,,,,,5.5,5.6,Original,-0.09999999999999964,Abaixo da meta,4,4,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2017,231.08,219.15,6.358522,0.983625,98.4,100.0,98.7,96.0,98.5,98.7,,,,,6.3,5.8,Original,0.5,Acima da meta,5,4,Básico,Adequado
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2019,227.87,215.67,6.23399,0.972951,97.3,100.0,97.6,96.2,95.4,97.4,,,,,6.1,6.1,Original,0.0,Atingiu a meta,5,4,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2021,215.79,208.26,5.868728,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,5.9,6.3,Original,-0.39999999999999947,Abaixo da meta,4,4,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2023,210.76,196.49,5.558736,0.973567,97.5,99.2,97.6,95.0,96.5,98.6,,,,,5.4,6.3,Referência 2021,-0.8999999999999995,Abaixo da meta,4,3,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental I,2025,217.3,207.71,,0.965872,96.5,97.5,95.9,93.5,97.8,98.4,,,,,5.7,6.3,Referência 2021,-0.5999999999999996,Abaixo da meta,4,4,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2005,,,,,,,,,,,,,,,,,,,,,,,
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2007,,,,,,,,,,,,,,,,,Original,,,,,,
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2009,,,,,,,,,,,,,,,,,Original,,,,,,
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2011,,,,,,,,,,,,,,,,,Original,,,,,,
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2013,,,,,,,,,,,,,,,,,Original,,,,,,
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2015,264.16,265.75,5.4985,0.94303,93.9,,,,,,90.6,93.5,93.6,100.0,5.2,,Original,,,3,3,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2017,,,,0.95442,95.7,,,,,,91.0,96.4,96.1,98.6,,5.4,Original,,,,,,
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2019,266.33,267.17,5.558333,0.975288,97.5,,,,,,94.2,97.9,100.0,98.2,5.4,5.6,Original,-0.1999999999999993,Abaixo da meta,3,3,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2021,258.71,263.04,5.3625,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,5.4,5.9,Original,-0.5,Abaixo da meta,3,3,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2023,251.07,254.32,5.089833,0.968575,96.8,,,,,,95.9,95.7,96.9,99.0,4.9,5.9,Referência 2021,-1.0,Abaixo da meta,3,3,Básico,Básico
MARGARIDA MARIA MACIEL EMEF,Fundamental II,2025,,,,0.951574,95.1,,,,,,94.8,94.3,94.2,97.4,,5.9,Referência 2021,,,,,,
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2011,,,,,,,,,,,,,,,,,Original,,,,,,
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2013,234.53,221.26,6.462725,0.928968,93.0,100.0,88.5,94.4,90.7,91.7,,,,,6.0,,Original,,,5,4,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2015,239.08,228.29,6.677375,0.908313,90.2,,100.0,89.8,90.7,84.2,,,,,6.1,6.2,Original,-0.10000000000000053,Abaixo da meta,5,5,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2017,243.66,244.73,7.063689,0.974997,97.6,100.0,100.0,,96.8,93.5,,,,,6.9,6.5,Original,0.40000000000000036,Acima da meta,5,5,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2019,248.08,237.8,7.02204,0.968568,96.7,100.0,92.9,100.0,94.7,97.1,,,,,6.8,6.7,Original,0.09999999999999964,Acima da meta,5,5,Adequado,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2021,238.12,250.59,7.064509,1.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,7.1,6.9,Original,0.1999999999999993,Acima da meta,5,6,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2023,248.77,240.44,7.083208,0.969033,96.5,100.0,98.3,100.0,93.1,93.6,,,,,6.9,6.9,Referência 2021,0.0,Atingiu a meta,5,5,Adequado,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental I,2025,243.33,237.97,,0.97922,97.6,100.0,100.0,100.0,93.1,96.9,,,,,6.8,6.9,Referência 2021,-0.10000000000000053,Abaixo da meta,5,5,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2005,249.39,233.99,4.723042,0.90786,90.8,,,,,,91.0,92.1,89.0,91.1,4.3,,,,,2,2,Básico,Básico
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2007,250.38,236.25,4.777167,0.933844,93.6,,,,,,94.2,97.8,89.9,92.0,4.5,4.3,Original,0.20000000000000018,Acima da meta,3,2,Básico,Básico
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2009,281.13,282.88,6.066833,0.939542,92.1,,,,,,95.5,91.6,89.4,100.0,5.7,4.5,Original,1.2000000000000002,Acima da meta,4,4,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2011,274.27,266.96,5.687167,0.992951,99.0,,,,,,,,100.0,98.6,5.6,4.7,Original,0.8999999999999995,Acima da meta,3,3,Básico,Básico
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2013,260.76,252.72,5.224667,0.899165,90.2,,,,,,90.0,87.1,85.7,97.8,4.7,5.1,Original,-0.39999999999999947,Abaixo da meta,3,3,Básico,Básico
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2015,281.56,279.37,6.0155,0.939516,94.8,,,,,,87.9,95.1,96.1,97.3,5.7,5.5,Original,0.20000000000000018,Acima da meta,4,4,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2017,292.7,284.94,6.294,0.946459,94.3,,,,,,92.7,92.2,96.7,97.2,6.0,5.7,Original,0.2999999999999998,Acima da meta,4,4,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2019,296.46,298.98,6.590667,0.96452,96.5,,,,,,97.2,92.6,96.3,100.0,6.4,6.0,Original,0.40000000000000036,Acima da meta,4,4,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2021,290.16,293.45,6.3935,1.0,100.0,,,,,,100.0,100.0,100.0,100.0,6.4,6.2,Original,0.20000000000000018,Acima da meta,4,4,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2023,280.66,288.47,6.152167,0.983149,98.3,,,,,,98.6,98.6,96.7,99.4,6.0,6.2,Referência 2021,-0.20000000000000018,Abaixo da meta,4,4,Básico,Adequado
MARIA ELISA B COUTO CHALUPPE PROFA EMEF,Fundamental II,2025,284.74,281.6,,0.983817,98.3,,,,,,96.3,98.8,98.5,100.0,6.0,6.2,Referência 2021,-0.20000000000000018,Abaixo da meta,4,4,Básico,Adequado
MARIA MEDUNECKAS PROFESSORA EMEF,Fundamental I,2005,,,,,,,,,,,,,,,,,,,,,,,
MARIA MEDUNECKAS PROFESSORA EMEF,Fundamental I,2007,,,,,,,,,,,,,,,,,Original,,,,,,
MARIA MEDUNECKAS PROFESSORA EMEF,Fundamental I,2009,,,,,,,,,,,,,,,,,Original,,,,,,
MARIA MEDUNECKAS PROFESSORA EMEF,Fundamental I,2011,,,,,,,,,,,,,,,,,Original,,,,,,
MARIA MEDUNECKAS PROFESSORA EMEF,Fundamental I,2013,238.91,226.77,6.646495,0.967325,96.9,100.0,93.3,98.7,97.6,94.4,,,,,6.4,,Original,,,5,5,Básico,Adequado
MARIA MEDUNECKAS PROFESSORA EMEF,Fundamental I,2015,240.04,229.69,6.721151,0.98946,98.9,100.0,100.0,99.0,99.0,96.8,,,,,6.7,6.6,Original,0.10000000000000053,Acima da meta,5,5,Básico,Adequado
MARIA MEDUNECKAS PROFESSORA EMEF,Fundamental I,2017,249.3,237.48,7.039505,0.974845,97.6,100.0,100.0,93.8,97.1,96.8,,,,,6.9,6.8,Original,0.10000000000000053,Acima da meta,5,5,Adequado,Adequado
MARIA MEDUNECKAS PROFESSORA EMEF,Fundamental I,2019,,,,0.970042,96.8,100.0,96.6,93.0,98.0,97.7,,,,,,7.0,Original,,,,,,
